highPrice,lowPrice,openingPrice,prevClosingPrice,change,candleAccTradeVolume,changeRate,timestamp,candleAccTradePrice,changePrice,signedChangePrice,candleDateTimeKst,tradePrice,candleDateTime,code,signedChangeRate
5920,5490,5690,5690,RISE,3495415.136,0.015817223,1.56298E+12,20129810127,90,90,2019-07-12T09:00:00+09:00,5780,2019-07-12T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.015817223
6355,5340,6350,6365,FALL,6006609.587,0.106048704,1.56289E+12,34067871943,675,-675,2019-07-11T09:00:00+09:00,5690,2019-07-11T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.106048704
7040,6100,7015,7015,FALL,4687717.93,0.092658589,1.5628E+12,30224930481,650,-650,2019-07-10T09:00:00+09:00,6365,2019-07-10T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.092658589
7140,6950,7070,7070,FALL,1142881.89,0.007779349,1.56272E+12,8061039991,55,-55,2019-07-09T09:00:00+09:00,7015,2019-07-09T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.007779349
7150,6970,7105,7100,FALL,1423115.252,0.004225352,1.56263E+12,10052770315,30,-30,2019-07-08T09:00:00+09:00,7070,2019-07-08T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.004225352
7215,6900,6970,6980,RISE,1131234.525,0.017191977,1.56254E+12,7951571856,120,120,2019-07-07T09:00:00+09:00,7100,2019-07-07T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.017191977
7175,6870,6970,6970,RISE,1683938.492,0.00143472,1.56246E+12,11795810943,10,10,2019-07-06T09:00:00+09:00,6980,2019-07-06T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.00143472
7130,6850,6930,6930,RISE,1105984.547,0.005772006,1.56237E+12,7709342299,40,40,2019-07-05T09:00:00+09:00,6970,2019-07-05T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.005772006
7315,6890,7295,7295,FALL,2098786.912,0.05003427,1.56228E+12,14948543982,365,-365,2019-07-04T09:00:00+09:00,6930,2019-07-04T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.05003427
7435,7045,7185,7165,RISE,2115652.888,0.018143754,1.5622E+12,15285003296,130,130,2019-07-03T09:00:00+09:00,7295,2019-07-03T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.018143754
7530,6790,7410,7405,FALL,3363970.87,0.032410533,1.56211E+12,23870161717,240,-240,2019-07-02T09:00:00+09:00,7165,2019-07-02T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.032410533
7455,6780,7230,7225,RISE,3651169.733,0.024913495,1.56203E+12,26086104453,180,180,2019-07-01T09:00:00+09:00,7405,2019-07-01T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.024913495
7825,7140,7755,7750,FALL,2032260.532,0.067741936,1.56194E+12,15185219344,525,-525,2019-06-30T09:00:00+09:00,7225,2019-06-30T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.067741936
7825,7430,7685,7675,RISE,2155197.979,0.009771987,1.56185E+12,16364797483,75,75,2019-06-29T09:00:00+09:00,7750,2019-06-29T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.009771987
7760,7100,7385,7385,RISE,4188081.747,0.039268788,1.56177E+12,30994856321,290,290,2019-06-28T09:00:00+09:00,7675,2019-06-28T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.039268788
8355,7000,8235,8235,FALL,6638652.625,0.103217972,1.56168E+12,51022573088,850,-850,2019-06-27T09:00:00+09:00,7385,2019-06-27T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.103217972
8945,7465,8470,8470,FALL,10357446.52,0.027744982,1.56159E+12,87177062560,235,-235,2019-06-26T09:00:00+09:00,8235,2019-06-26T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.027744982
8545,8255,8465,8465,RISE,2745076.785,0.000590668,1.56151E+12,23119134287,5,5,2019-06-25T09:00:00+09:00,8470,2019-06-25T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.000590668
8515,8245,8460,8465,EVEN,1563007.501,0,1.56142E+12,13119242528,0,None,2019-06-24T09:00:00+09:00,8465,2019-06-24T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0
8830,8370,8650,8650,FALL,3154579.625,0.021387283,1.56133E+12,27114338301,185,-185,2019-06-23T09:00:00+09:00,8465,2019-06-23T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.021387283
8750,8250,8310,8310,RISE,6422678.823,0.040914561,1.56125E+12,54871909979,340,340,2019-06-22T09:00:00+09:00,8650,2019-06-22T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.040914561
8415,8070,8125,8125,RISE,2607518.388,0.022769231,1.56116E+12,21582862145,185,185,2019-06-21T09:00:00+09:00,8310,2019-06-21T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.022769231
8230,7955,8195,8195,FALL,1487003.825,0.008541794,1.56108E+12,12024637585,70,-70,2019-06-20T09:00:00+09:00,8125,2019-06-20T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.008541794
8325,8105,8140,8145,RISE,968463.9806,0.006138735,1.56099E+12,7929670688,50,50,2019-06-19T09:00:00+09:00,8195,2019-06-19T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.006138735
8480,8005,8455,8455,FALL,1781021.311,0.036664695,1.5609E+12,14687145271,310,-310,2019-06-18T09:00:00+09:00,8145,2019-06-18T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.036664695
8640,8315,8330,8330,RISE,2204522.013,0.015006002,1.56082E+12,18629448951,125,125,2019-06-17T09:00:00+09:00,8455,2019-06-17T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.015006002
8575,8110,8205,8205,RISE,3649397.571,0.015234613,1.56073E+12,30578557825,125,125,2019-06-16T09:00:00+09:00,8330,2019-06-16T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.015234613
8305,7855,7910,7910,RISE,3496849.844,0.037294564,1.56064E+12,28273436356,295,295,2019-06-15T09:00:00+09:00,8205,2019-06-15T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.037294564
7970,7710,7810,7810,RISE,2261659.354,0.012804097,1.56056E+12,17702951712,100,100,2019-06-14T09:00:00+09:00,7910,2019-06-14T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.012804097
7970,7680,7745,7735,RISE,2785107.098,0.009696186,1.56047E+12,21828900844,75,75,2019-06-13T09:00:00+09:00,7810,2019-06-13T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.009696186
7770,7565,7680,7670,RISE,2341209.342,0.008474576,1.56038E+12,17959780817,65,65,2019-06-12T09:00:00+09:00,7735,2019-06-12T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.008474576
7895,7550,7845,7850,FALL,1898540.798,0.022929936,1.5603E+12,14600024253,180,-180,2019-06-11T09:00:00+09:00,7670,2019-06-11T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.022929936
7930,7460,7615,7605,RISE,2905558.693,0.032215648,1.56021E+12,22362080031,245,245,2019-06-10T09:00:00+09:00,7850,2019-06-10T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.032215648
7935,7480,7820,7820,FALL,2811865.333,0.027493606,1.56012E+12,21600955913,215,-215,2019-06-09T09:00:00+09:00,7605,2019-06-09T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.027493606
8140,7645,8085,8080,FALL,2230895.395,0.032178218,1.56004E+12,17598917766,260,-260,2019-06-08T09:00:00+09:00,7820,2019-06-08T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.032178218
8230,7625,7740,7735,RISE,3888639.585,0.044602456,1.55995E+12,30718364566,345,345,2019-06-07T09:00:00+09:00,8080,2019-06-07T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.044602456
7925,7300,7890,7890,FALL,3715507.727,0.01964512,1.55987E+12,28283449490,155,-155,2019-06-06T09:00:00+09:00,7735,2019-06-06T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.01964512
8050,7580,7765,7770,RISE,6152395.411,0.015444015,1.55978E+12,47963828295,120,120,2019-06-05T09:00:00+09:00,7890,2019-06-05T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.015444015
8465,7430,8210,8210,FALL,12743390.74,0.053593179,1.55969E+12,1.02554E+11,440,-440,2019-06-04T09:00:00+09:00,7770,2019-06-04T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.053593179
9295,8200,9285,9285,FALL,11430734.65,0.115778137,1.55961E+12,1.00543E+11,1075,-1075,2019-06-03T09:00:00+09:00,8210,2019-06-03T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.115778137
9610,9030,9340,9355,FALL,9688619.012,0.00748263,1.55952E+12,90513147441,70,-70,2019-06-02T09:00:00+09:00,9285,2019-06-02T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.00748263
10600,8985,10400,10410,FALL,18404685.9,0.101344861,1.55943E+12,1.8208E+11,1055,-1055,2019-06-01T09:00:00+09:00,9355,2019-06-01T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.101344861
10500,8725,8920,8920,RISE,18725479.81,0.168161435,1.55935E+12,1.78637E+11,1500,1500,2019-05-31T09:00:00+09:00,10420,2019-05-31T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.168161435
10210,8595,9505,9505,FALL,15300555.84,0.061546554,1.55926E+12,1.45029E+11,585,-585,2019-05-30T09:00:00+09:00,8920,2019-05-30T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.061546554
9985,9000,9565,9565,FALL,10243386.82,0.00627287,1.55917E+12,97532760232,60,-60,2019-05-29T09:00:00+09:00,9505,2019-05-29T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.00627287
9810,9100,9500,9500,RISE,14718008.34,0.006842105,1.55909E+12,1.39371E+11,65,65,2019-05-28T09:00:00+09:00,9565,2019-05-28T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.006842105
9755,8125,8190,8205,RISE,19465483.99,0.157830591,1.559E+12,1.73395E+11,1295,1295,2019-05-27T09:00:00+09:00,9500,2019-05-27T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.157830591
8340,7375,7600,7600,RISE,6199389.011,0.079605263,1.55892E+12,48778858678,605,605,2019-05-26T09:00:00+09:00,8205,2019-05-26T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.079605263
7850,7515,7695,7700,FALL,4087694.362,0.012987013,1.55883E+12,31357701691,100,-100,2019-05-25T09:00:00+09:00,7600,2019-05-25T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.012987013
8055,7160,7275,7275,RISE,9816335.399,0.058419244,1.55874E+12,74497439964,425,425,2019-05-24T09:00:00+09:00,7700,2019-05-24T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.058419244
7385,6890,7220,7230,RISE,3422751.788,0.006224066,1.55866E+12,24384474743,45,45,2019-05-23T09:00:00+09:00,7275,2019-05-23T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.006224066
7595,7075,7510,7510,FALL,4001266.372,0.037283622,1.55857E+12,29568028092,280,-280,2019-05-22T09:00:00+09:00,7230,2019-05-22T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.037283622
7705,7350,7510,7510,EVEN,4175387.298,0,1.55848E+12,31431802259,0,None,2019-05-21T09:00:00+09:00,7510,2019-05-21T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0
7710,7270,7700,7700,FALL,3708392.252,0.024675325,1.5584E+12,27787660099,190,-190,2019-05-20T09:00:00+09:00,7510,2019-05-20T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.024675325
7820,7130,7150,7150,RISE,5274957.105,0.076923077,1.55831E+12,39590590981,550,550,2019-05-19T09:00:00+09:00,7700,2019-05-19T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.076923077
7435,7075,7295,7280,FALL,2674951.72,0.017857143,1.55822E+12,19346130461,130,-130,2019-05-18T09:00:00+09:00,7150,2019-05-18T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.017857143
7940,6880,7820,7820,FALL,8128345.395,0.069053708,1.55814E+12,58793408095,540,-540,2019-05-17T09:00:00+09:00,7280,2019-05-17T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.069053708
8165,7450,7610,7610,RISE,11447241.6,0.027595269,1.55805E+12,89848440738,210,210,2019-05-16T09:00:00+09:00,7820,2019-05-16T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.027595269
7665,7040,7180,7180,RISE,9214723.045,0.059888579,1.55796E+12,67670299028,430,430,2019-05-15T09:00:00+09:00,7610,2019-05-15T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.059888579
7355,6470,6525,6525,RISE,10749103.11,0.100383142,1.55788E+12,75224750577,655,655,2019-05-14T09:00:00+09:00,7180,2019-05-14T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.100383142
6790,6195,6240,6240,RISE,4832317.392,0.045673077,1.55779E+12,31356199057,285,285,2019-05-13T09:00:00+09:00,6525,2019-05-13T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.045673077
6725,6105,6410,6405,FALL,5618058.83,0.025761124,1.55771E+12,36039982960,165,-165,2019-05-12T09:00:00+09:00,6240,2019-05-12T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.025761124
6705,5665,5670,5670,RISE,6997501.852,0.12962963,1.55762E+12,42989873212,735,735,2019-05-11T09:00:00+09:00,6405,2019-05-11T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.12962963
5805,5410,5700,5700,FALL,2831360.082,0.005263158,1.55753E+12,16050991954,30,-30,2019-05-10T09:00:00+09:00,5670,2019-05-10T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.005263158
5840,5600,5680,5675,RISE,1974081.901,0.004405286,1.55745E+12,11282532837,25,25,2019-05-09T09:00:00+09:00,5700,2019-05-09T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.004405286
5705,5505,5595,5590,RISE,1537109.611,0.015205725,1.55736E+12,8644106758,85,85,2019-05-08T09:00:00+09:00,5675,2019-05-08T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.015205725
5810,5570,5640,5635,FALL,2077636.196,0.007985803,1.55727E+12,11818986708,45,-45,2019-05-07T09:00:00+09:00,5590,2019-05-07T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.007985803
5740,5420,5675,5665,FALL,1892375.038,0.005295675,1.55719E+12,10557309059,30,-30,2019-05-06T09:00:00+09:00,5635,2019-05-06T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.005295675
5765,5600,5695,5695,FALL,1013166.526,0.005267779,1.5571E+12,5750754267,30,-30,2019-05-05T09:00:00+09:00,5665,2019-05-05T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.005267779
5950,5515,5815,5815,FALL,2618327.276,0.020636286,1.55701E+12,14974223353,120,-120,2019-05-04T09:00:00+09:00,5695,2019-05-04T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.020636286
5960,5465,5500,5505,RISE,3031857.102,0.056312443,1.55693E+12,17371188142,310,310,2019-05-03T09:00:00+09:00,5815,2019-05-03T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.056312443
5540,5345,5485,5480,RISE,1733924.592,0.004562044,1.55684E+12,9469777961,25,25,2019-05-02T09:00:00+09:00,5505,2019-05-02T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.004562044
5600,5370,5535,5530,FALL,1531470.495,0.009041591,1.55676E+12,8377085824,50,-50,2019-05-01T09:00:00+09:00,5480,2019-05-01T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.009041591
5560,5195,5195,5195,RISE,1830499.466,0.064485082,1.55667E+12,9804681090,335,335,2019-04-30T09:00:00+09:00,5530,2019-04-30T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.064485082
5485,5125,5480,5480,FALL,2028130.675,0.052007299,1.55658E+12,10693011231,285,-285,2019-04-29T09:00:00+09:00,5195,2019-04-29T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.052007299
5555,5365,5470,5470,RISE,1068494.598,0.001828154,1.5565E+12,5852623710,10,10,2019-04-28T09:00:00+09:00,5480,2019-04-28T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.001828154
5585,5420,5540,5540,FALL,798884.2898,0.012635379,1.55641E+12,4391960385,70,-70,2019-04-27T09:00:00+09:00,5470,2019-04-27T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.012635379
5730,5270,5405,5405,RISE,3364235.706,0.024976873,1.55632E+12,18376201561,135,135,2019-04-26T09:00:00+09:00,5540,2019-04-26T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.024976873
5725,5345,5665,5665,FALL,3278133.266,0.045895852,1.55624E+12,18198165587,260,-260,2019-04-25T09:00:00+09:00,5405,2019-04-25T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.045895852
6050,5460,5985,5985,FALL,4308758.354,0.053467001,1.55615E+12,24656084816,320,-320,2019-04-24T09:00:00+09:00,5665,2019-04-24T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.053467001
6270,5935,6075,6075,FALL,2077289.253,0.014814815,1.55606E+12,12770937410,90,-90,2019-04-23T09:00:00+09:00,5985,2019-04-23T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.014814815
6145,5955,6065,6065,RISE,1721489.287,0.001648805,1.55598E+12,10427318686,10,10,2019-04-22T09:00:00+09:00,6075,2019-04-22T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.001648805
6315,5810,6300,6300,FALL,2930412.422,0.037301587,1.55589E+12,17658775580,235,-235,2019-04-21T09:00:00+09:00,6065,2019-04-21T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.037301587
6345,6250,6315,6315,FALL,940324.9433,0.002375297,1.5558E+12,5924043293,15,-15,2019-04-20T09:00:00+09:00,6300,2019-04-20T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.002375297
6340,6185,6315,6315,EVEN,1307392.16,0,1.55572E+12,8201080532,0,None,2019-04-19T09:00:00+09:00,6315,2019-04-19T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0
6385,6245,6260,6260,RISE,1725758.912,0.008785943,1.55563E+12,10882926890,55,55,2019-04-18T09:00:00+09:00,6315,2019-04-18T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.008785943
6455,6200,6400,6400,FALL,1805854.091,0.021875,1.55555E+12,11374613086,140,-140,2019-04-17T09:00:00+09:00,6260,2019-04-17T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.021875
6430,6085,6210,6210,RISE,2255450.971,0.030595813,1.55546E+12,14092188037,190,190,2019-04-16T09:00:00+09:00,6400,2019-04-16T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.030595813
6510,6155,6430,6420,FALL,3890915.159,0.03271028,1.55537E+12,24724080823,210,-210,2019-04-15T09:00:00+09:00,6210,2019-04-15T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.03271028
6450,6070,6165,6155,RISE,1981395.742,0.043054427,1.55529E+12,12336460224,265,265,2019-04-14T09:00:00+09:00,6420,2019-04-14T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.043054427
6295,6030,6235,6235,FALL,2003580.737,0.012830794,1.5552E+12,12378800546,80,-80,2019-04-13T09:00:00+09:00,6155,2019-04-13T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.012830794
6330,5840,6160,6160,RISE,6523701.533,0.012175325,1.55511E+12,39931428020,75,75,2019-04-12T09:00:00+09:00,6235,2019-04-12T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.012175325
6795,5990,6780,6780,FALL,9212694.491,0.091445428,1.55503E+12,58071421117,620,-620,2019-04-11T09:00:00+09:00,6160,2019-04-11T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.091445428
6950,6425,6425,6425,RISE,7552510.905,0.055252918,1.55494E+12,50903249727,355,355,2019-04-10T09:00:00+09:00,6780,2019-04-10T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.055252918
6520,6165,6400,6400,RISE,3439259.711,0.00390625,1.55485E+12,21872811711,25,25,2019-04-09T09:00:00+09:00,6425,2019-04-09T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.00390625
6480,6040,6195,6200,RISE,5460373.751,0.032258065,1.55477E+12,34345689579,200,200,2019-04-08T09:00:00+09:00,6400,2019-04-08T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.032258065
6280,6030,6120,6125,RISE,2718973.298,0.012244898,1.55468E+12,16783577697,75,75,2019-04-07T09:00:00+09:00,6200,2019-04-07T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.012244898
6515,5820,6035,6035,RISE,4804966.187,0.014913008,1.5546E+12,29696220895,90,90,2019-04-06T09:00:00+09:00,6125,2019-04-06T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.014913008
6080,5755,5770,5770,RISE,3234660.848,0.04592721,1.55451E+12,19250551492,265,265,2019-04-05T09:00:00+09:00,6035,2019-04-05T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.04592721
6030,5500,5910,5910,FALL,5392540.001,0.023688663,1.55442E+12,31435701312,140,-140,2019-04-04T09:00:00+09:00,5770,2019-04-04T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.023688663
6585,5535,5590,5590,RISE,11212134.33,0.057245081,1.55434E+12,66314436618,320,320,2019-04-03T09:00:00+09:00,5910,2019-04-03T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.057245081
5660,4740,4780,4775,RISE,9880717.795,0.170680628,1.55425E+12,50986916606,815,815,2019-04-02T09:00:00+09:00,5590,2019-04-02T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.170680628
4825,4700,4755,4760,RISE,1846951.468,0.003151261,1.55416E+12,8821230643,15,15,2019-04-01T09:00:00+09:00,4775,2019-04-01T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.003151261
4820,4620,4685,4685,RISE,1973618.429,0.016008538,1.55408E+12,9329747944,75,75,2019-03-31T09:00:00+09:00,4760,2019-03-31T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.016008538
4890,4505,4855,4855,FALL,3753062.589,0.035015448,1.55399E+12,17786496144,170,-170,2019-03-30T09:00:00+09:00,4685,2019-03-30T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.035015448
4985,4755,4795,4795,RISE,4158929.674,0.012513034,1.5539E+12,20255068769,60,60,2019-03-29T09:00:00+09:00,4855,2019-03-29T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.012513034
4885,4700,4790,4795,EVEN,5273761.393,0,1.55382E+12,25268966640,0,None,2019-03-28T09:00:00+09:00,4795,2019-03-28T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0
4890,4235,4265,4265,RISE,12643812.16,0.123094959,1.55373E+12,58145529090,525,525,2019-03-27T09:00:00+09:00,4790,2019-03-27T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.123094959
4280,4080,4160,4160,RISE,2222592.542,0.025240385,1.55364E+12,9227436728,105,105,2019-03-26T09:00:00+09:00,4265,2019-03-26T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.025240385
4190,4035,4115,4115,RISE,2907901.616,0.010935602,1.55356E+12,12004309870,45,45,2019-03-25T09:00:00+09:00,4160,2019-03-25T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.010935602
4130,4060,4125,4130,FALL,1107431.011,0.003631961,1.55347E+12,4541412266,15,-15,2019-03-24T09:00:00+09:00,4115,2019-03-24T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.003631961
4175,4055,4070,4065,RISE,1578301.061,0.01599016,1.55339E+12,6500686301,65,65,2019-03-23T09:00:00+09:00,4130,2019-03-23T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.01599016
4110,4030,4080,4085,FALL,1147191.69,0.004895961,1.5533E+12,4671641797,20,-20,2019-03-22T09:00:00+09:00,4065,2019-03-22T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.004895961
4175,3970,4160,4160,FALL,1778952.778,0.018028846,1.55321E+12,7281599415,75,-75,2019-03-21T09:00:00+09:00,4085,2019-03-21T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.018028846
4180,3965,4165,4165,FALL,1585239.958,0.00120048,1.55313E+12,6525021005,5,-5,2019-03-20T09:00:00+09:00,4160,2019-03-20T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.00120048
4190,4110,4140,4140,RISE,1096277.815,0.006038647,1.55304E+12,4551532501,25,25,2019-03-19T09:00:00+09:00,4165,2019-03-19T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.006038647
4220,4105,4155,4155,FALL,1536387.249,0.003610108,1.55295E+12,6374842307,15,-15,2019-03-18T09:00:00+09:00,4140,2019-03-18T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.003610108
4210,4120,4205,4205,FALL,794790.5586,0.011890606,1.55287E+12,3302122272,50,-50,2019-03-17T09:00:00+09:00,4155,2019-03-17T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.011890606
4265,4085,4090,4090,RISE,2738641.344,0.028117359,1.55278E+12,11485531005,115,115,2019-03-16T09:00:00+09:00,4205,2019-03-16T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.028117359
4160,3990,4000,4000,RISE,2243124.948,0.0225,1.55269E+12,9141170737,90,90,2019-03-15T09:00:00+09:00,4090,2019-03-15T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.0225
4090,3905,3985,3985,RISE,2344083.541,0.003764115,1.55261E+12,9381611576,15,15,2019-03-14T09:00:00+09:00,4000,2019-03-14T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.003764115
4110,3900,4055,4045,FALL,2419521.59,0.014833127,1.55252E+12,9701514075,60,-60,2019-03-13T09:00:00+09:00,3985,2019-03-13T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.014833127
4125,3845,3985,3990,RISE,2667090.546,0.013784461,1.55244E+12,10685725660,55,55,2019-03-12T09:00:00+09:00,4045,2019-03-12T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.013784461
4130,3900,4090,4090,FALL,2810802.685,0.024449878,1.55235E+12,11233255057,100,-100,2019-03-11T09:00:00+09:00,3990,2019-03-11T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.024449878
4140,4045,4140,4140,FALL,1725239.539,0.012077295,1.55226E+12,7053780446,50,-50,2019-03-10T09:00:00+09:00,4090,2019-03-10T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.012077295
4215,3995,4010,4005,RISE,3710847.527,0.033707865,1.55218E+12,15285226060,135,135,2019-03-09T09:00:00+09:00,4140,2019-03-09T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.033707865
4210,3900,4155,4155,FALL,3978515.719,0.036101083,1.55209E+12,16232601386,150,-150,2019-03-08T09:00:00+09:00,4005,2019-03-08T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,-0.036101083
4290,4100,4120,4120,RISE,5007565.281,0.008495146,1.552E+12,20903360889,35,35,2019-03-07T09:00:00+09:00,4155,2019-03-07T00:00:00+00:00,CRIX.UPBIT.KRW-EOS,0.008495146
